,R/O,Year,Host_City,Country,Contestant,Song,Points,Place,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1072,7,1972,Edinburgh,Portugal,Carlos Mendes,A Festa Da Vida,90,7th,7wLYU9xbF3rGxN8ZYTy0NS,0.47700000000000004,0.26,0.0,-11.915,0.0,0.0314,0.861,0.000264,0.126,0.316,123.525,160488.0,4.0
1073,8,1972,Edinburgh,Switzerland,Véronique Müller,C'est La Chanson De Mon Amour,88,8th,,,,,,,,,,,,,,
1074,9,1972,Edinburgh,Malta,Helen and Joseph,L-imhabba,48,18th,3lPcK9X0uudmYsz0dvshWo,0.68,0.647,10.0,-8.321,1.0,0.0884,0.8859999999999999,1.15e-05,0.858,0.807,125.206,172479.0,4.0
1075,10,1972,Edinburgh,Finland,Päivi Paunu and Kim Floor,Muistathan,78,12th,,,,,,,,,,,,,,
1076,11,1972,Edinburgh,Austria,The Milestones,Falter Im Wind,100,5th,,,,,,,,,,,,,,
1077,12,1972,Edinburgh,Italy,Nicola di Bari,I Giorni Dell' Arcobaleno,92,6th,0oNTJpKhjSGg4XCmaZtrRl,0.47200000000000003,0.218,1.0,-13.677999999999999,1.0,0.0323,0.617,0.000167,0.221,0.24600000000000002,93.88799999999999,181667.0,4.0
1078,13,1972,Edinburgh,Yugoslavia,Tereza,Muzika I Ti,87,9th,,,,,,,,,,,,,,
1079,14,1972,Edinburgh,Sweden,Family Four,Härliga Sommardag,75,13th,2xP527eRRBFYqxiHL6DZk1,0.47100000000000003,0.612,10.0,-7.537000000000001,1.0,0.0386,0.41600000000000004,0.0,0.124,0.35200000000000004,89.185,163533.0,4.0
1080,15,1972,Edinburgh,Monaco,Anne-Marie Godart and Peter MacLane,Comme On S'aime,65,16th,,,,,,,,,,,,,,
1081,16,1972,Edinburgh,Belgium,Serge and Christine Ghisoland,À La Folie Ou Pas Du Tout,55,17th,,,,,,,,,,,,,,
1082,17,1972,Edinburgh,Luxembourg,Vicky Leandros,Après Toi,128,1st,13tx9je0ftBgu6BKpsQDo4,0.35,0.46299999999999997,5.0,-7.271,1.0,0.0274,0.539,3.929999999999999e-05,0.17300000000000001,0.49700000000000005,105.79,212987.0,4.0
1083,18,1972,Edinburgh,The Netherlands,Sandra and Andres,Als Het Om De Liefde Gaat,106,4th,0EUjJWkCWNmdZmGCxzYZOH,0.7170000000000001,0.384,8.0,-13.577,1.0,0.0337,0.7959999999999999,9.340000000000001e-05,0.349,0.96,110.26799999999999,181120.0,4.0
1084,1,1971,Dublin,Austria,Marianne Mendt,Musik,66,16th,,,,,,,,,,,,,,
1085,2,1971,Dublin,Malta,Joe Grech,Marija L-maltija,52,18th,3vO7n5l3c0Wa1ycc7DIgtT,0.299,0.53,0.0,-4.455,1.0,0.0363,0.13,0.0,0.207,0.654,174.02599999999998,207413.0,4.0
1086,3,1971,Dublin,Monaco,Séverine,"Un Banc, Un Arbre, Une Rue",128,1st,,,,,,,,,,,,,,
1087,4,1971,Dublin,Switzerland,"Peter, Sue and Marc",Les Illusions De Nos Vingt Ans,78,12th,,,,,,,,,,,,,,
1088,5,1971,Dublin,Germany,Katja Ebstein,Diese Welt,100,3rd,,,,,,,,,,,,,,
1089,6,1971,Dublin,Spain,Karina,En Un Mundo Nuevo,116,2nd,26kqG5c2t2e4UPnYQ8LuMl,0.41100000000000003,0.506,10.0,-9.955,0.0,0.048,0.638,0.0,0.0919,0.48700000000000004,125.807,190398.0,4.0
1090,7,1971,Dublin,France,Serge Lama,Un Jardin Sur La Terre,82,10th,,,,,,,,,,,,,,
1091,8,1971,Dublin,Luxembourg,Monique Melsen,"Pomme, Pomme, Pomme",70,13th,,,,,,,,,,,,,,
1092,9,1971,Dublin,United Kingdom,Clodagh Rodgers,Jack In The Box,98,4th,,,,,,,,,,,,,,
1093,10,1971,Dublin,Belgium,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",68,14th,,,,,,,,,,,,,,
1094,11,1971,Dublin,Italy,Massimo Ranieri,L'amore è Un Attimo,91,5th,1YfqKyhFhQMsJnnOAJ08oS,0.355,0.446,5.0,-9.052,1.0,0.0309,0.7859999999999999,0.00823,0.0845,0.598,83.01100000000001,214333.0,4.0
1095,12,1971,Dublin,Sweden,Family Four,Vita Vidder,85,6th,6cmUzhdUePOrrWL3Ofx0rV,0.38,0.45,7.0,-8.936,1.0,0.0308,0.345,0.0,0.0712,0.33799999999999997,116.0,191733.0,4.0
1096,13,1971,Dublin,Ireland,Angela Farrell,One Day Love,79,11th,,,,,,,,,,,,,,
1097,14,1971,Dublin,The Netherlands,Saskia and Serge,De Tijd,85,6th,,,,,,,,,,,,,,
1098,15,1971,Dublin,Portugal,Tonicha,Menina Do Alto Da Serra,83,9th,,,,,,,,,,,,,,
1099,16,1971,Dublin,Yugoslavia,Krunoslav Slabinac,Tvoj Djecak Je Tuzan,68,14th,,,,,,,,,,,,,,
1100,17,1971,Dublin,Finland,Markku Aro and Koivisto Sisters,Tie Uuteen Päivään,84,8th,,,,,,,,,,,,,,
1101,18,1971,Dublin,Norway,Hanne Krogh,Lykken Er...,65,17th,1eM9Y8taUZ9wgt2s5EdLnF,0.7070000000000001,0.42700000000000005,3.0,-8.727,1.0,0.039,0.642,0.0,0.198,0.7809999999999999,125.90700000000001,175647.0,4.0
1102,1,1970,Amsterdam,The Netherlands,Patricia and Hearts of Soul,Waterman,7,7th,,,,,,,,,,,,,,
1103,2,1970,Amsterdam,Switzerland,Henri Dès,Retour,8,4th,,,,,,,,,,,,,,
1104,3,1970,Amsterdam,Italy,Gianni Morandi,Occhi Di Ragazza,5,8th,5U8kiKn0yGDttwymtUy5LB,0.48100000000000004,0.633,7.0,-9.805,1.0,0.0475,0.301,0.0,0.371,0.845,102.177,170342.0,4.0
1105,4,1970,Amsterdam,Yugoslavia,Eva Sren,"Pridi, Dala Ti Bom Cvet",4,11th,,,,,,,,,,,,,,
1106,5,1970,Amsterdam,Belgium,Jean Vallée,Viens L'oublier,5,8th,,,,,,,,,,,,,,
1107,6,1970,Amsterdam,France,Guy Bonnet,Marie Blanche,8,4th,,,,,,,,,,,,,,
1108,7,1970,Amsterdam,United Kingdom,Mary Hopkin,"Knock, Knock (who's There?)",26,2nd,,,,,,,,,,,,,,
1109,8,1970,Amsterdam,Luxembourg,David-Alexandre Winter,Je Suis Tombé Du Ciel,—,12th,21xC67c7diIerIlEN6pjHq,0.25,0.637,3.0,-5.477,1.0,0.0431,0.621,0.0,0.49200000000000005,0.76,181.472,168438.0,3.0
1110,9,1970,Amsterdam,Spain,Julio Iglesias,Gwendolyne,8,4th,7B4uAyj4X3qs8YXdV4wwhS,0.264,0.317,3.0,-12.019,0.0,0.0333,0.867,4.15e-05,0.29,0.314,88.51799999999999,168160.0,5.0
1111,10,1970,Amsterdam,Monaco,Dominique Dussault,Marlène,5,8th,,,,,,,,,,,,,,
1112,11,1970,Amsterdam,Germany,Katja Ebstein,Wunder Gibt Es Immer Wieder,12,3rd,,,,,,,,,,,,,,
1113,12,1970,Amsterdam,Ireland,Dana,All Kinds Of Everything,32,1st,3SJPRPwpF0MTFKPrshBeKM,0.555,0.4,8.0,-10.324000000000002,1.0,0.0262,0.7070000000000001,0.0,0.155,0.527,106.48899999999999,178960.0,3.0
1114,1,1969,Madrid,Yugoslavia,Ivan,Pozdrav Svijetu,5,13th,,,,,,,,,,,,,,
1115,2,1969,Madrid,Luxembourg,Romuald,Cathérine,7,11th,,,,,,,,,,,,,,
1116,3,1969,Madrid,Spain,Salomé,Vivo Cantando,18,1st,059G9tpE3kl6wz3kiddaN0,0.466,0.746,1.0,-6.484,1.0,0.0496,0.652,0.0,0.091,0.82,131.264,130493.0,4.0
1117,4,1969,Madrid,Monaco,Jean-Jacques,"Maman, Maman",11,6th,,,,,,,,,,,,,,
1118,5,1969,Madrid,Ireland,Muriel Day and the Lindsays,The Wages Of Love,10,7th,,,,,,,,,,,,,,
1119,6,1969,Madrid,Italy,Iva Zanicchi,Due Grosse Lacrime Bianche,5,13th,,,,,,,,,,,,,,
1120,7,1969,Madrid,United Kingdom,Lulu,Boom Bang-a-bang,18,1st,2grqeM6FaeDGmH1MUiW3kf,0.376,0.6729999999999999,10.0,-7.521,1.0,0.0321,0.0838,6.43e-06,0.102,0.662,183.204,140520.0,3.0
1121,8,1969,Madrid,The Netherlands,Lenny Kuhr,De Troubadour,18,1st,2ult3HJ9JaycnUd4ys0fIh,0.353,0.45299999999999996,1.0,-8.07,0.0,0.0414,0.579,0.0,0.9440000000000001,0.32899999999999996,163.91,224213.0,3.0
1122,9,1969,Madrid,Sweden,Tommy Körberg,"Judy, Min Vän",8,9th,,,,,,,,,,,,,,
1123,10,1969,Madrid,Belgium,Louis Neefs,Jennifer Jennings,10,7th,1LJBjzgw3YDlFEWSvruhI4,0.635,0.58,2.0,-11.751,1.0,0.0458,0.612,0.00322,0.145,0.6809999999999999,114.809,167493.0,4.0
1124,11,1969,Madrid,Switzerland,Paola del Medico,"Bonjour, Bonjour",13,5th,,,,,,,,,,,,,,
1125,12,1969,Madrid,Norway,Kirsti Sparboe,"Oj, Oj, Oj, Så Glad, Jeg Skal Bli",1,16th,1wTSmFsq5noeiitpwifvIG,0.66,0.501,10.0,-7.805,1.0,0.0331,0.37799999999999995,0.0,0.555,0.611,125.40700000000001,138253.0,4.0
1126,13,1969,Madrid,Germany,Siw Malmkvist,Primaballerina,8,9th,5WfS4zGq70poqn2MVwnT6B,0.684,0.812,7.0,-7.359,0.0,0.0278,0.0498,0.0606,0.1,0.821,118.009,165152.0,4.0
1127,14,1969,Madrid,France,Frida Boccara,"Un Jour, Un Enfant",18,1st,4IqC3WWUMMbLZYWzvsMMsC,0.32799999999999996,0.204,8.0,-9.003,1.0,0.0302,0.9229999999999999,8.86e-06,0.111,0.162,92.118,150000.0,4.0
1128,15,1969,Madrid,Portugal,Simone de Oliveira,Desfolhada Portuguesa,4,15th,0hk80kkwoIHqzhthFEhzag,0.402,0.49700000000000005,8.0,-5.587000000000001,1.0,0.033,0.78,0.0,0.22399999999999998,0.5479999999999999,76.029,171365.0,4.0
1129,16,1969,Madrid,Finland,Jarkko and Laura,Kuin Silloin Ennen,6,12th,,,,,,,,,,,,,,
1130,1,1968,London,Portugal,Carlos Mendes,Verão,5,11th,,,,,,,,,,,,,,
1131,2,1968,London,The Netherlands,Ronnie Tober,Morgen,1,16th,,,,,,,,,,,,,,
1132,3,1968,London,Belgium,Claude Lombard,Quand Tu Reviendras,8,7th,,,,,,,,,,,,,,
1133,4,1968,London,Austria,Karel Gott,Tausend Fenster,2,13th,,,,,,,,,,,,,,
1134,5,1968,London,Luxembourg,Chris Baldo and Sophie Garel,Nous Vivrons D'amour,5,11th,,,,,,,,,,,,,,
1135,6,1968,London,Switzerland,Gianni Mascolo,Guardando Il Sole,2,13th,,,,,,,,,,,,,,
1136,7,1968,London,Monaco,Line and Willy,A Chacun Sa Chanson,8,7th,,,,,,,,,,,,,,
1137,8,1968,London,Sweden,Claes-Göran Hederström,"Det Börjar Verka Kärlek, Banne Mej",15,5th,5U7GsQ4rVaj9MrioA80kh2,0.525,0.726,1.0,-5.9079999999999995,1.0,0.0679,0.604,0.000175,0.33399999999999996,0.845,89.93700000000001,169960.0,4.0
1138,9,1968,London,Finland,Kristina Hautala,Kun Kello Käy,1,16th,3SmWcVeUWgambmn321IXac,0.611,0.456,7.0,-11.323,0.0,0.0864,0.5920000000000001,0.0,0.136,0.42,78.168,174027.0,4.0
1139,10,1968,London,France,Isabelle Aubret,La Source,20,3rd,67fSydtPAw4ILzqie4tD54,0.465,0.304,6.0,-12.672,1.0,0.0332,0.759,4.59e-05,0.13699999999999998,0.478,101.5,188467.0,4.0
1140,11,1968,London,Italy,Sergio Endrigo,Marianne,7,10th,,,,,,,,,,,,,,
1141,12,1968,London,United Kingdom,Cliff Richard,Congratulations,28,2nd,,,,,,,,,,,,,,
1142,13,1968,London,Norway,Odd Børre,Stress,2,13th,,,,,,,,,,,,,,
1143,14,1968,London,Ireland,Pat McGeegan,Chance Of A Lifetime,18,4th,,,,,,,,,,,,,,
1144,15,1968,London,Spain,Massiel,"La, La, La...",29,1st,,,,,,,,,,,,,,
1145,16,1968,London,Germany,Wencke Myhre,Ein Hoch Der Liebe,11,6th,3MEq3FGTTBInmV0qyve5Mo,0.33399999999999996,0.555,0.0,-5.537999999999999,1.0,0.0381,0.63,0.0,0.517,0.835,195.38,150933.0,4.0
1146,17,1968,London,Yugoslavia,Luci Kapurso and Hamo Hajdarhodzic,Jedan Dan,8,7th,,,,,,,,,,,,,,
1147,1,1967,Vienna,The Netherlands,Thérèse Steinmetz,Ring-dinge,2,14th,5jw0KaceCNXI3JAndQIqVh,0.57,0.542,6.0,-6.2379999999999995,1.0,0.0341,0.434,0.0,0.0912,0.74,104.65,164800.0,4.0
1148,2,1967,Vienna,Luxembourg,Vicky,L'amour Est Bleu,17,4th,,,,,,,,,,,,,,
1149,3,1967,Vienna,Austria,Peter Horten,Warum Es Hunderttausend Sterne Gibt,2,14th,,,,,,,,,,,,,,
1150,4,1967,Vienna,France,Noëlle Cordier,Il Doit Faire Beau Là-bas,20,3rd,,,,,,,,,,,,,,
1151,5,1967,Vienna,Portugal,Eduardo Nascimento,O Vento Mudou,3,12th,0XTIjnsEWgTr5uZRTqfna5,0.358,0.568,4.0,-7.167999999999999,0.0,0.0361,0.107,3.02e-06,0.0876,0.28800000000000003,129.114,157253.0,4.0
1152,6,1967,Vienna,Switzerland,Géraldine,Quel Coeur Vas-tu Briser?,—,17th,,,,,,,,,,,,,,
1153,7,1967,Vienna,Sweden,Östen Warnebring,Som En Dröm,7,8th,,,,,,,,,,,,,,
1154,8,1967,Vienna,Finland,Fredi,Varjoon-suojaan,3,12th,6QmjTaH9rhim5vs7DGXsE7,0.518,0.42,10.0,-8.914,1.0,0.0348,0.813,1.28e-05,0.402,0.434,112.745,146707.0,4.0
1155,9,1967,Vienna,Germany,Inge Brück,Anouschka,7,8th,,,,,,,,,,,,,,
1156,10,1967,Vienna,Belgium,Louis Neefs,Ik Heb Zorgen,8,7th,4NWQ1l7qulYs9I1FFiHn9K,0.48100000000000004,0.5720000000000001,7.0,-11.507,1.0,0.0637,0.748,5.4600000000000006e-05,0.38299999999999995,0.6920000000000001,84.228,132474.0,1.0
1157,11,1967,Vienna,United Kingdom,Sandie Shaw,Puppet On A String,47,1st,7f5w4aiYgVZrp9w4bNaBLu,0.7240000000000001,0.606,0.0,-9.015,1.0,0.0497,0.405,0.0,0.054000000000000006,0.956,124.412,143000.0,4.0
1158,12,1967,Vienna,Spain,Raphael,Hablemos Del Amor,9,6th,1jGnRoiQiVrEGhDW3KWfe7,0.35700000000000004,0.40399999999999997,11.0,-5.669,1.0,0.0358,0.866,7.94e-05,0.162,0.271,108.825,237722.0,4.0
1159,13,1967,Vienna,Norway,Kirsti Sparboe,Dukkemann,2,14th,7K0dXUFeCJdV5R0uSFxaiE,0.5720000000000001,0.37799999999999995,1.0,-10.464,1.0,0.0323,0.669,0.0,0.0914,0.5429999999999999,100.68700000000001,136080.0,3.0
1160,14,1967,Vienna,Monaco,Minouche Barelli,Boum-badaboum,10,5th,,,,,,,,,,,,,,
1161,15,1967,Vienna,Yugoslavia,Lado Leskovar,Vse Roze Sveta,7,8th,5T9gnM2nUHKTwu4PFNdB2n,0.33799999999999997,0.514,11.0,-6.794,0.0,0.0297,0.6,0.0,0.073,0.303,101.292,156680.0,3.0
1162,16,1967,Vienna,Italy,Claudio Villa,Non Andare Più Lontano,4,11th,,,,,,,,,,,,,,
1163,17,1967,Vienna,Ireland,Sean Dunphy,If I Could Choose,22,2nd,265ldoKCn0SLxnBMh8WVlA,0.248,0.35100000000000003,5.0,-10.111,1.0,0.0307,0.17300000000000001,0.0056700000000000006,0.10300000000000001,0.5,142.714,171467.0,4.0
1164,1,1966,Luxembourg,Germany,Margot Eskens,Die Zeiger Der Uhr,7,10th,,,,,,,,,,,,,,
1165,2,1966,Luxembourg,Denmark,Ulla Pia,"Stop, Ja Stop - Ja Stop, Mens Legen Er Go",4,14th,,,,,,,,,,,,,,
1166,3,1966,Luxembourg,Belgium,Tonia,"Un Peu De Poivre, Un Peu De Sel",14,4th,,,,,,,,,,,,,,
1167,4,1966,Luxembourg,Luxembourg,Michèle Torr,Ce Soir Je T'attendais,7,10th,,,,,,,,,,,,,,
1168,5,1966,Luxembourg,Yugoslavia,Berta Ambroz,Brez Besed,9,7th,3t06beK0DldJS78EvUbLkw,0.16399999999999998,0.303,10.0,-8.927999999999999,1.0,0.0313,0.725,0.0,0.198,0.24600000000000002,181.122,165227.0,4.0
1169,6,1966,Luxembourg,Norway,Åse Kleveland,Intet Er Nytt Under Solen,15,3rd,,,,,,,,,,,,,,
1170,7,1966,Luxembourg,Finland,Ann-Christine Nyström,Play-boy,7,10th,,,,,,,,,,,,,,
1171,8,1966,Luxembourg,Portugal,Madalena Iglesias,Ele E Ela,6,13th,,,,,,,,,,,,,,
1172,9,1966,Luxembourg,Austria,Udo Jürgens,Merci Chérie,31,1st,1KHSnWFJ5a988kM1Kz2daX,0.28300000000000003,0.53,5.0,-8.164,1.0,0.0292,0.494,0.00144,0.16699999999999998,0.192,147.279,194413.0,3.0
1173,10,1966,Luxembourg,Sweden,Lill Lindfors and Svante Thuresson,Nygammal Vals Eller Hip Man Svinaherde,16,2nd,,,,,,,,,,,,,,
1174,11,1966,Luxembourg,Spain,Raphael,Yo Soy Aquél,9,7th,6b3ub116kE1T15h1yzaiTy,0.402,0.42700000000000005,2.0,-11.328,0.0,0.0359,0.795,0.0,0.222,0.551,111.065,159560.0,3.0
1175,12,1966,Luxembourg,Switzerland,Madeleine Pascal,Ne Vois-tu Pas?,12,6th,,,,,,,,,,,,,,
1176,13,1966,Luxembourg,Monaco,Tereza,Bien Plus Fort,—,17th,,,,,,,,,,,,,,
1177,14,1966,Luxembourg,Italy,Domenico Modugno,Dio Come Ti Amo,—,17th,1PquWxboZacvFE5zxjA59i,0.41600000000000004,0.3,9.0,-8.782,0.0,0.0339,0.831,0.017,0.109,0.298,99.37799999999999,203373.0,4.0
1178,15,1966,Luxembourg,France,Dominique Walter,Chez Nous,1,16th,,,,,,,,,,,,,,
1179,16,1966,Luxembourg,The Netherlands,Milly Scott,Fernando En Philippo,2,15th,,,,,,,,,,,,,,
1180,17,1966,Luxembourg,Ireland,Dickie Rock,Come Back To Stay,14,4th,1KC4JdbHXoeQ8QcNvn20fj,0.368,0.375,8.0,-12.491,1.0,0.0327,0.7979999999999999,6.29e-06,0.124,0.452,116.50200000000001,167467.0,3.0
1181,18,1966,Luxembourg,United Kingdom,Kenneth McKellar,A Man Without Love,8,9th,,,,,,,,,,,,,,
1182,1,1965,Naples,The Netherlands,Conny Van den bos,Het Is Genoeg,5,11th,,,,,,,,,,,,,,
1183,2,1965,Naples,United Kingdom,Kathy Kirby,I Belong,26,2nd,,,,,,,,,,,,,,
1184,3,1965,Naples,Spain,Conchita Bautista,"Qué Bueno, Qué Bueno",—,15th,,,,,,,,,,,,,,
1185,4,1965,Naples,Ireland,Butch Moore,I'm Walking The Streets In The Rain,11,6th,,,,,,,,,,,,,,
1186,5,1965,Naples,Germany,Ulla Wiesner,"Paradies, Wo Bist Du?",—,15th,,,,,,,,,,,,,,
1187,6,1965,Naples,Austria,Udo Jürgens,"Sag Ihr, Ich Lass' Sie Grüßen",16,4th,1WcZhRInyoWMeoy31epq2X,0.612,0.892,11.0,-6.361000000000001,1.0,0.0405,0.107,0.000129,0.146,0.698,124.98700000000001,224676.0,4.0
1188,7,1965,Naples,Norway,Kirsti Sparboe,Karusell,1,13th,,,,,,,,,,,,,,
1189,8,1965,Naples,Belgium,Lize Marke,Als Het Weer Lente Is,—,15th,,,,,,,,,,,,,,
1190,9,1965,Naples,Monaco,Marjorie Noël,Va Dire à L'amour,7,9th,,,,,,,,,,,,,,
1191,10,1965,Naples,Sweden,Ingvar Wixell,Absent Friend,6,10th,,,,,,,,,,,,,,
1192,11,1965,Naples,France,Guy Mardel,N'avoue Jamais,22,3rd,1vPCbI7QPZtU6T42uaeP8w,0.584,0.42,7.0,-10.513,0.0,0.0332,0.5760000000000001,0.0,0.32299999999999995,0.603,113.365,172840.0,3.0
1193,12,1965,Naples,Portugal,Simone de Oliviera,Sol De Inverno,1,13th,,,,,,,,,,,,,,
1194,13,1965,Naples,Italy,Bobby Solo,"Se Piangi, Se Ridi",15,5th,7BeAJ3S0xwXE3nelUL1rAg,0.384,0.37200000000000005,7.0,-7.82,1.0,0.0313,0.7070000000000001,5.5799999999999994e-05,0.11199999999999999,0.23600000000000002,179.65200000000002,176027.0,4.0
1195,14,1965,Naples,Denmark,Birgit Brüel,For Din Skyld,10,7th,,,,,,,,,,,,,,
1196,15,1965,Naples,Luxembourg,France Gall,"Poupée De Cire, Poupée De Son",32,1st,26tXIAnv90FCv1eJiCUusH,0.542,0.733,1.0,-4.087,1.0,0.0307,0.711,0.0,0.29,0.858,147.11,151733.0,4.0
1197,16,1965,Naples,Finland,Viktor Klimenko,Aurinko Laskee Länteen,—,15th,3tN8omEtqE8LmGgpjQECG5,0.268,0.366,0.0,-9.846,0.0,0.032,0.769,0.0,0.551,0.29100000000000004,112.9,190000.0,3.0
1198,17,1965,Naples,Yugoslavia,Vice Vukov,Ceznja,2,12th,,,,,,,,,,,,,,
1199,18,1965,Naples,Switzerland,Yovanna,Non à Jamais Sans Toi,8,8th,2eklJtgkMIjgqLZwaouyq1,0.35,0.434,11.0,-7.45,0.0,0.0297,0.826,0.0,0.243,0.146,95.266,193773.0,3.0
1200,1,1964,Copenhagen,Luxembourg,Hugues Aufray,Dès Que Le Printemps Revient,14,4th,0kxIQrTKCBVP45FkL6h7FR,0.513,0.359,4.0,-11.946,1.0,0.0304,0.583,0.45299999999999996,0.413,0.667,118.163,185227.0,4.0
1201,2,1964,Copenhagen,The Netherlands,Anneke Grönloh,Jij Bent Mijn Leven,2,10th,,,,,,,,,,,,,,
1202,3,1964,Copenhagen,Norway,Arne Bendiksen,Spiral,6,8th,,,,,,,,,,,,,,
1203,4,1964,Copenhagen,Denmark,Bjørn Tidmand,Sangen Om Dig,4,9th,6lCkVHbcAtUgkB96mF3zl3,0.32,0.478,1.0,-3.571,0.0,0.0281,0.619,0.0,0.856,0.375,90.624,194093.0,4.0
1204,5,1964,Copenhagen,Finland,Lasse Mårtenson,Laiskotellen,9,7th,4jgHajbRfeUq3ZIliUG5Kc,0.605,0.341,7.0,-12.277000000000001,1.0,0.0329,0.866,0.0,0.266,0.514,97.486,144627.0,4.0
1205,6,1964,Copenhagen,Austria,Udo Jürgens,"Warum Nur, Warum?",11,6th,62VgTbntUM3wYkn0wzJTkP,0.37,0.721,11.0,-4.688,1.0,0.0293,0.48200000000000004,0.00072,0.129,0.485,89.729,178515.0,4.0
1206,7,1964,Copenhagen,France,Rachel,Le Chant De Mallory,14,4th,5ATFYzJdCMISJUUVRDUHMA,0.28600000000000003,0.43200000000000005,11.0,-6.07,1.0,0.0403,0.9329999999999999,0.0,0.182,0.431,76.477,142552.0,4.0
1207,8,1964,Copenhagen,United Kingdom,Matt Monro,I Love The Little Things,17,2nd,,,,,,,,,,,,,,
1208,9,1964,Copenhagen,Germany,Nora Nova,Man Gewöhnt Sich So Schnell An Das Schöne,—,13th,,,,,,,,,,,,,,
1209,10,1964,Copenhagen,Monaco,Romuald,Où Sont-elles Passées?,15,3rd,,,,,,,,,,,,,,
1210,11,1964,Copenhagen,Portugal,António Calvário,Oração,—,13th,,,,,,,,,,,,,,
1211,12,1964,Copenhagen,Italy,Gigliola Cinquetti,Non Ho L'étà,49,1st,5kdGFO4VenaZpQ5iRQevta,0.36700000000000005,0.214,5.0,-12.509,1.0,0.0294,0.851,0.000126,0.10300000000000001,0.34600000000000003,97.18,199387.0,4.0
1212,13,1964,Copenhagen,Yugoslavia,Sabahudin Kurt,Zivot Je Sklopio Krug,—,13th,,,,,,,,,,,,,,
1213,14,1964,Copenhagen,Switzerland,Anita Traversi,I Miei Pensieri,—,13th,,,,,,,,,,,,,,
1214,15,1964,Copenhagen,Belgium,Robert Cogoi,Près De Ma Rivière,2,10th,,,,,,,,,,,,,,
1215,16,1964,Copenhagen,Spain,"Tim, Nelly and Tony",Caracola,1,12th,,,,,,,,,,,,,,
1216,1,1963,London,United Kingdom,Ronnie Carroll,Say Wonderful Things,28,4th,2039TuukTehudI3eDnIlfb,0.379,0.289,9.0,-12.122,1.0,0.0403,0.8640000000000001,0.0,0.321,0.488,150.358,160038.0,3.0
1217,2,1963,London,The Netherlands,Annie Palmen,Een Speeldoos,—,13th,,,,,,,,,,,,,,
1218,3,1963,London,Germany,Heidi Brühl,Marcel,5,9th,,,,,,,,,,,,,,
1219,4,1963,London,Austria,Carmela Corren,Vielleicht Geschieht Ein Wunder,16,7th,,,,,,,,,,,,,,
1220,5,1963,London,Norway,Anita Thallaug,Solhverv,—,13th,,,,,,,,,,,,,,
1221,6,1963,London,Italy,Emilio Pericoli,Uno Per Tutte,37,3rd,,,,,,,,,,,,,,
1222,7,1963,London,Finland,Laila Halme,Muistojeni Laulu,—,13th,3LngkqZJ4iEqCnZzMAh88K,0.299,0.253,9.0,-11.984000000000002,1.0,0.034,0.95,0.0459,0.11699999999999999,0.267,113.771,170000.0,3.0
1223,8,1963,London,Denmark,Grethe and Jørgen Ingmann,Dansevise,42,1st,4al7yIIauEFjKjXn2STxvC,0.434,0.381,2.0,-9.727,0.0,0.0297,0.769,0.0,0.225,0.51,98.412,176020.0,3.0
1224,9,1963,London,Yugoslavia,Vice Vukov,Brodovi,3,11th,,,,,,,,,,,,,,
1225,10,1963,London,Switzerland,Esther Ofarim,T'en Va Pas,40,2nd,,,,,,,,,,,,,,
1226,11,1963,London,France,Alain Barrière,Elle était Si Jolie,25,5th,6m0s4XFYpE1h63NaP6hBA9,0.419,0.391,5.0,-9.189,0.0,0.027999999999999997,0.818,0.0,0.10400000000000001,0.20199999999999999,102.346,175413.0,4.0
1227,12,1963,London,Spain,José Guardiola,Algo Prodigioso,2,12th,08lZvHPOvP3MsGpxZlZ9Up,0.3,0.409,7.0,-10.01,0.0,0.032,0.687,0.000239,0.24100000000000002,0.324,90.90799999999999,192354.0,4.0
1228,13,1963,London,Sweden,Monica Zetterlund,En Gång I Stockholm,—,13th,01BlbhFULhZxyr8iEGm93d,0.35700000000000004,0.15,7.0,-13.99,1.0,0.0336,0.88,7.31e-06,0.0979,0.239,115.89200000000001,186413.0,4.0
1229,14,1963,London,Belgium,Jacques Raymond,Waarom,4,10th,,,,,,,,,,,,,,
1230,15,1963,London,Monaco,Françoise Hardy,L'amour S'en Va,25,5th,7fGlVINs6TgZcCt5QMzxXq,0.47,0.311,2.0,-8.588,1.0,0.0276,0.39299999999999996,0.0,0.156,0.402,104.979,147587.0,4.0
1231,16,1963,London,Luxembourg,Nana Mouskouri,A Force De Prier,13,8th,,,,,,,,,,,,,,
1232,1,1962,Luxembourg,Finland,Marion Rung,Tipi-tii,4,7th,,,,,,,,,,,,,,
1233,2,1962,Luxembourg,Belgium,Fud Leclerc,Ton Nom,—,13th,,,,,,,,,,,,,,
1234,3,1962,Luxembourg,Spain,Victor Balaguer,Llámame,—,13th,,,,,,,,,,,,,,
1235,4,1962,Luxembourg,Austria,Eleonore Schwarz,Nur In Der Wiener Luft,—,13th,,,,,,,,,,,,,,
1236,5,1962,Luxembourg,Denmark,Ellen Winther,Vuggevise,2,10th,,,,,,,,,,,,,,
1237,6,1962,Luxembourg,Sweden,Inger Berggren,Sol Och Vår,4,7th,,,,,,,,,,,,,,
